브랜드명_정리,제품명_정리,카테고리,성분_문자열,제품명_원본
퍼셀,20억/mL 픽셀바이옴 원액,에센스_세럼_앰플,락토바실러스발효용해물 부틸렌글라이콜 비피다발효용해물 에틸헥실글리세린,[민감트러블] 퍼셀 20억/mL 픽셀바이옴 원액 20ml 기획 (+7ml)
셀리맥스,더 리얼 노니 에너지 앰플,에센스_세럼_앰플,글리세린 글리세릴폴리메타크릴레이트 노니씨오일 노니열매추출물 다이소듐이디티에이 다이에톡시에틸석시네이트 다이프로필렌글라이콜 덱스트린 로즈마리잎오일 만다린껍질추출물 부틸렌글라이콜 세테아릴올리베이트 소듐폴리아크릴로일다이메틸타우레이트 소듐하이알루로네이트 솔비탄올리베이트 수용성콜라겐 수크로오스팔미테이트 아데노신 알란토인 에틸헥실글리세린 옥틸도데세스-16 올리브오일 인도멀구슬나무꽃추출물 인도멀구슬나무잎추출물 정제수 카카오씨추출물 퀸즈랜드넛오일 토코페롤 판테놀 포도씨오일 프로판다이올 하이드로제네이티드레시틴 호호바씨오일,[단독기획] 셀리맥스 더 리얼 노니 에너지 앰플 90ml 기획 (80ml+10ml)
아누아,TXA 나이아신 세럼,에센스_세럼_앰플,3-O-에틸아스코빅애씨드 글리세린 나이아신아마이드 녹차씨오일 다이메틸실란올하이알루로네이트 다이에톡시에틸석시네이트 덱스트린 마데카식애씨드 베타인살리실레이트 병풀추출물 복사나무꽃추출물 부틸렌글라이콜 사이아노코발아민 세라마이드엔피 셀룰로오스 소듐아세틸레이티드하이알루로네이트 소듐파이테이트 소듐하이알루로네이트 소듐하이알루로네이트다이메틸실란올 소듐하이알루로네이트크로스폴리머 수크로오스팔미테이트 쑥잎추출물 아시아티코사이드 아시아틱애씨드 아이비고드열매추출물 알부틴 알파-알부틴 올리브오일 잔탄검 정제수 젤란검 카카오추출물 카프릴릭/카프릭트라이글리세라이드 퀸즈랜드넛오일 트라넥사믹애씨드 판테놀 펜틸렌글라이콜 편백잎추출물 포도씨오일 포타슘하이알루로네이트 폴리글루타믹애씨드 하이드로제네이티드레시틴 하이드록시프로필트라이모늄하이알루로네이트 하이드롤라이즈드소듐하이알루로네이트 하이드롤라이즈드하이알루로닉애씨드 하이알루로닉애씨드 한련초추출물 호호바씨오일 효모발효추출물,[단독기획] 아누아 TXA 나이아신 흔적 세럼 30ml 2입
성분에디터,실크펩타이드 EGF 하트핏 볼륨 리프팅 앰플 더블기획,에센스_세럼_앰플,글리세린 금 나이아신아마이드 다이소듐이디티에이 덱스트란 돌콩펩타이드 레시틴 마그네슘아스코빌포스페이트 마이카 메틸프로판다이올 미리스토일펜타펩타이드-17 미리스토일펜타펩타이드-4 바실러스/폴릭애씨드/돌콩발효추출물 베타인 벤조익애씨드 벤질글라이콜 병풀추출물 부틸렌글라이콜 붉은토끼풀꽃추출물 소듐벤조에이트 소듐아세틸레이티드하이알루로네이트 소듐팔미토일사코시네이트 소듐포스페이트 소듐하이알루로네이트 소듐하이알루로네이트크로스폴리머 스쿠알란 실크수 아가 아데노신 아세틸글루타민 아세틸테트라펩타이드-3 아세틸헥사펩타이드-8 아이리쉬모스가루 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 약모밀추출물 에스에이치-데카펩타이드-7 에스에이치-옥타펩타이드-4 에스에이치-올리고펩타이드-1 에스에이치-올리고펩타이드-2 에스에이치-올리고펩타이드-9 에스에이치-펜타펩타이드-19 에스에이치-폴리펩타이드-1 에스에이치-폴리펩타이드-11 에스에이치-폴리펩타이드-121 에스에이치-폴리펩타이드-123 에스에이치-폴리펩타이드-16 에스에이치-폴리펩타이드-19 에스에이치-폴리펩타이드-22 에스에이치-폴리펩타이드-3 에스에이치-폴리펩타이드-62 에스에이치-폴리펩타이드-9 에틸헥실글리세린 적색산화철 정제수 젤란검 지모뿌리추출물 카보머 카퍼트라이펩타이드-1 카페오일헥사펩타이드-65 카프릴릭/카프릭트라이글리세라이드 카프릴릴글라이콜 콜라겐 토코페롤 트라이펩타이드-32 트로메타민 티타늄디옥사이드 틴옥사이드 판테놀 팔미토일테트라펩타이드-7 팔미토일트라이펩타이드-1 팔미토일펜타펩타이드-4 팔미토일펜타펩타이드-5 프로판다이올 피피지-13-데실테트라데세스-24 하이드로제네이티드레시틴 하이드로제네이티드폴리아이소부텐 하이드록시에틸셀룰로오스 하이드록시프로필트라이모늄하이알루로네이트 하이드롤라이즈드글라이코사미노글리칸 하이드롤라이즈드엘라스틴 하이드롤라이즈드콜라겐 하이드롤라이즈드하이알루로닉애씨드 하이알루로닉애씨드 합성플루오르플로고파이트 헵타소듐헥사카복시메틸다이펩타이드-12,[포켓몬에디션/녹는실리프팅] 성분에디터 실크펩타이드 EGF 하트핏 볼륨 리프팅 앰플 40ml 더블기획(+키링 파우치)
파넬,시카마누 92세럼 더블기획,에센스_세럼_앰플,글리세린 꿀추출물 다이소듐이디티에이 데실글루코사이드 덱스트린 락토바실러스발효물 마누카잎추출물 마데카소사이드 메도우폼씨오일 멜라토닌 병풀추출물 부틸렌글라이콜 불가리스쑥오일 세라마이드엔피 소듐폴리아크릴레이트 에틸헥실글리세린 올리브오일 인도멀구슬나무꽃추출물 인도멀구슬나무잎추출물 정제수 카보머 카카오씨추출물 카프릴릭/카프릭트라이글리세라이드 카프릴릴글라이콜 트로메타민 펜틸렌글라이콜 폴리글리세릴-10라우레이트 프로판다이올 피토스핑고신 하이드로제네이티드레시틴 황련뿌리추출물,[1등 진정세럼] 파넬 시카마누 92세럼 더블기획(30ml+30ml)
프리메라,비타티놀 바운시 리프트 세럼,에센스_세럼_앰플,글리세린 글리세릴카프릴레이트 나이아신아마이드 다이메티콘 다이메틸아이소소바이드 당근추출물 돌콩오일 락토바실러스/콩추출물발효여과물 레티놀 마이크로크리스탈린셀룰로오스 만니톨 메틸글루세스-20 베타-카로틴 부틸렌글라이콜 소듐메타포스페이트 소듐스테아로일글루타메이트 소듐시트레이트 소듐하이알루로네이트 솔비탄아이소스테아레이트 수크로오스 스핑고모나스발효추출물 시트릭애씨드 아데노신 아라비아고무나무검 아세틸테트라펩타이드-11 아스코빅애씨드 아스코빌글루코사이드 에틸헥실글리세린 엑토인 옥수수전분 정제수 카보머 카프릴릭/카프릭트라이글리세라이드 카프릴릴메티콘 토코페롤 트로메타민 티타늄디옥사이드 판테놀 펜틸렌글라이콜 폴리솔베이트20 폴리아이소부텐 폴리아크릴레이트-13 폴리아크릴레이트크로스폴리머-6 프로필렌글라이콜 프로필렌글라이콜알지네이트 하이드로제네이티드레시틴 하이드로제네이티드폴리아이소부텐 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머 하이드록시피나콜론레티노에이트 해바라기씨오일 황색산화철,[6일특가/10월올영픽] 프리메라 비타티놀 바운시 리프트 세럼 기획(30ml+20ml+비타티놀크림1ml*3)
비긴스,바이 정샘물 핑크 구아바 글루타치온 세럼,에센스_세럼_앰플,광곽향오일 구아바열매추출물 글루타티온 글리세린 글리세릴폴리메타크릴레이트 나이아신아마이드 리모넨 마데카소사이드 병풀잎추출물 부틸렌글라이콜 비타민나무수 사이아노코발아민 소듐하이알루로네이트 아데노신 아시아티코사이드 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 알란토인 알파-알부틴 에칠아스코빌에텔 에틸헥실글리세린 잔탄검 정제수 클레리오일 토코페롤 트로메타민 판테놀 펜틸렌글라이콜 폴리글리세릴-10라우레이트 프로판다이올 필리핀오렌지껍질오일 하이드로제네이티드레시틴 하이드롤라이즈드스클레로튬검,[1+1리필기획/잡티흔적세럼] 비긴스 바이 정샘물 핑크 구아바 글루타치온 흔적 세럼 리필 기획
디오디너리,나이아신아마이드 %,에센스_세럼_앰플,나이아신아마이드 다이메틸아이소소바이드 아이소세테스-20 에톡시다이글라이콜 잔탄검 정제수 클로페네신 타마린드씨검 페녹시에탄올 펜틸렌글라이콜,디오디너리 나이아신아마이드 10% + 징크 1% 60ml
넘버즈인,3번 보들보들 결 세럼 리필기획,에센스_세럼_앰플,갈락토미세스발효여과물 글리세레스-26 글리세린 글리세릴스테아레이트시트레이트 글리세릴스테아레이트에스이 나이아신아마이드 다이소듐이디티에이 메틸글루세스-20 부틸렌글라이콜 비피다발효용해물 소듐하이알루로네이트 스쿠알란 실크추출물 아데노신 알테로모나스발효추출물 에틸헥실글리세린 염소유추출물 잔탄검 정제수 카보머 카프릴릴글라이콜 트로메타민 트로폴론 판테놀 폴리글리세릴-3다이스테아레이트 폴리글리세릴-3메틸글루코오스다이스테아레이트 피이지-90,[모공+피부결] 넘버즈인 3번 보들보들 결 세럼 50ml 리필기획 (50ml+50ml)
VT,리들샷 에센스,에센스_세럼_앰플,글라이신 글루타믹애씨드 글리세레스-26 글리세린 나이아신아마이드 다이프로필렌글라이콜 라이신 류신 마데카소사이드 마데카식애씨드 마카다미아씨오일 메티오닌 발린 병풀추출물 부틸렌글라이콜 세린 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머 소듐폴리아크릴레이트 소듐하이알루로네이트 솔비탄올리에이트 시스테인 실리카 아데노신 아스파틱애씨드 아시아티코사이드 아시아틱애씨드 아이소류신 알라닌 알지닌 에틸헥실글리세린 에틸헥실팔미테이트 잔탄검 정제수 카프릴릴/카프릴글루코사이드 카프릴릴글라이콜 타이로신 트레오닌 페닐알라닌 폴리아이소부텐 프로폴리스추출물 프롤린 히스티딘,[모공흡수] VT 리들샷 300 에센스 30ml 기획 (+리들샷 300 파우치 1ml*3ea)
에스트라,에이시카365 흔적진정세럼 pH4.,에센스_세럼_앰플,3-O-에틸아스코빅애씨드 글루코노락톤 글리세린 글리세릴카프릴레이트 나이아신아마이드 다이에톡시에틸석시네이트 다이프로필렌글라이콜 마데카소사이드 마데카식애씨드 베타인 부틸렌글라이콜 셀룰로오스검 소듐글루코네이트 소듐트라이메타포스페이트 소듐하이알루로네이트 수크로오스스테아레이트 스쿠알란 아시아티코사이드 아시아틱애씨드 에틸헥실글리세린 잔탄검 정제수 징크피씨에이 카보머 카프릴릴메티콘 콜레스테롤 트로메타민 폴리글리세릴-10라우레이트 폴리글리세릴-10스테아레이트 폴리아크릴레이트크로스폴리머-6 하이드로제네이티드레시틴,[50%용량증정] 에스트라 에이시카365 흔적진정세럼 pH4.5 40ml 기획 (+세럼 20ml+크림 1ml)
토리든,밸런스풀 시카 컨트롤 세럼,에센스_세럼_앰플,글루코닉애씨드 글리세린 글리세릴글루코사이드 글리세릴아크릴레이트/아크릴릭애씨드코폴리머 나이아신아마이드 다이펩타이드-2 다이포타슘글리시리제이트 다이프로필렌글라이콜 락토바실러스발효물 마데카소사이드 마데카식애씨드 말라카이트추출물 병풀추출물 석시닉애씨드 소듐서팩틴 소듐스테아로일글루타메이트 소듐아세테이트 소듐아세틸레이티드하이알루로네이트 소듐하이알루로네이트 소듐하이알루로네이트크로스폴리머 솔비탄스테아레이트 쓴풀추출물 아세틸글루코사민 아시아틱애씨드 아이소펜틸다이올 알란토인 에틸헥실글리세린 옥틸도데칸올 잔탄검 접시꽃추출물 정제수 징크피씨에이 징크하이드롤라이즈드하이알루로네이트 카보머 카프로익애씨드 카프릴로일살리실릭애씨드 칼슘판토테네이트 콥티스뿌리추출물 트로메타민 팔미토일다이펩타이드-7 펜틸렌글라이콜 포타슘하이알루로네이트 폴리글리세린-3 폴리글리세릴-4올리에이트 푸른연꽃추출물 프로판다이올 피브이엠/엠에이코폴리머 피토스테롤 하이드록시프로필트라이모늄하이알루로네이트 하이드롤라이즈드하이알루로닉애씨드 하이알루로닉애씨드,[NEW/단독기획] 토리든 밸런스풀 시카 컨트롤 세럼 50ml 기획 (+크림 20ml)
아이오페,레티놀 슈퍼 바운스 세럼 한정기획,에센스_세럼_앰플,C12-20알킬글루코사이드 C14-22알코올 글리세린 글리세릴스테아레이트 글리세릴카프릴레이트 다이메틸아이소소바이드 다이소듐이디티에이 당근추출물 데카펩타이드-4 돌콩오일 락토바실러스발효용해물 레티놀 마데카소사이드 만니톨 메틸트라이메티콘 베타-카로틴 벼에스에이치-올리고펩타이드-1 부틸렌글라이콜 비스-하이드록시에톡시프로필다이메티콘 비에이치티 소듐올리에이트 솔비탄아이소스테아레이트 스쿠알란 스테아릭애씨드 시어버터 아라비아고무나무검 아세틸테트라펩타이드-11 에틸헥실글리세린 잔탄검 정제수 카보머 코질메틸렌다이옥시신나메이트 토코페롤 트레할로오스 트로메타민 팔미틱애씨드 펜틸렌글라이콜 편백잎추출물 프로필렌글라이콜알지네이트 피이지-100스테아레이트 하이드로제네이티드포스파티딜콜린 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머 하이드록시피나콜론레티노에이트 해바라기씨오일,아이오페 레티놀 슈퍼 바운스 세럼 30ml 한정기획 (+20ml+선앰플 20ml)
아이소이,브라이트닝 잡티세럼,에센스_세럼_앰플,3-O-에틸아스코빅애씨드 고삼뿌리추출물 글루타티온 글리세린 글리세릴카프릴레이트 나이아신아마이드 다마스크장미꽃수 다마스크장미꽃오일 다마스크장미꽃추출물 다이포타슘글리시리제이트 다이프로필렌글라이콜 라즈베리추출물 로우스위트블루베리추출물 모란뿌리추출물 밤껍질추출물 베타인 병풀추출물 부틸렌글라이콜 비타민나무열매추출물 빌베리열매추출물 서양산딸기추출물 센티드제라늄꽃오일 셀룰로오스검 소듐디엔에이 소듐아세틸레이티드하이알루로네이트 소듐하이알루로네이트 소듐하이알루로네이트크로스폴리머 수크로오스 스페인감초뿌리추출물 아데노신 아사이팜열매추출물 아이리쉬모스추출물 알란토인 알부틴 알지닌 약모밀추출물 양까막까치밥나무열매추출물 오렌지껍질오일 잔탄검 장미꽃 적색산화철 카보머 캐롭검 크랜베리추출물 토코페롤 트레할로오스 판테놀 페룰릭애씨드 펜틸렌글라이콜 포타슘클로라이드 포타슘하이알루로네이트 포트마리골드꽃추출물 폴리글리세릴-10올리에이트 프로판다이올 하이드록시프로필트라이모늄하이알루로네이트 하이드롤라이즈드글라이코사미노글리칸 하이드롤라이즈드소듐하이알루로네이트 하이드롤라이즈드하이알루로닉애씨드 하이알루로닉애씨드 황금추출물 흰버드나무껍질추출물,[10월 올영픽/로즈PDRN] 아이소이 브라이트닝 잡티세럼 40ml 대용량 기획 (+20ml+아이&미간패치 1세트)
아벤느,이드랑스 에센스-인-로션 2입기획,에센스_세럼_앰플,글리세린 다이메티콘 다이소듐이디티에이 레시틴 메틸글루세스-20 베타인 세테아릴올리베이트 소듐시트레이트 소듐하이알루로네이트 솔비탄아이소스테아레이트 스쿠알란 시트릭애씨드 아이소세틸스테아로일스테아레이트 잔탄검 정제수 트라이에틸헥사노인 펜틸렌글라이콜 피이지-7트라이메틸올프로판코코넛에터 피토스테롤 하이드로제네이티드폴리아이소부텐 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머 향료,[김무비픽/수분 충전]아벤느 이드랑스 에센스-인-로션 200ml 2입기획
성분에디터,그린토마토 NMN 포어 리프팅 앰플 더블기획,에센스_세럼_앰플,2-t-부틸사이클로헥실아세테이트 3-헥센올 글라이코사미노글리칸 글루코노락톤 글리세린 나이아신아마이드 니코틴아마이드아데닌다이뉴클레오타이드 다이소듐이디티에이 다이소듐포스페이트 다이포타슘글리시리제이트 다이프로필렌글라이콜 달맞이꽃꽃추출물 당느릅나무뿌리추출물 대왕소나무잎추출물 데이지꽃추출물 덱스트린 라이코펜 라즈베리케톤 리날릴아세테이트 메틸다이하이드로자스모네이트 메틸렌다이옥시페닐메틸프로판알 벤질글라이콜 부틸렌글라이콜 세라마이드엔피 소듐시트레이트 소듐클로라이드 소듐하이알루로네이트 소듐하이알루로네이트크로스폴리머 수용성프로테오글리칸 아데노신 아데노신트라이포스페이트 알란토인 에틸렌브라실레이트 에틸리날룰 에틸헥실글리세린 올레익애씨드 유채스테롤 유칼립톨 잇꽃꽃추출물 자일리톨 잔탄검 정제수 지모뿌리추출물 치자추출물 칡뿌리추출물 카보머 콜라겐추출물 콜레스테롤 토마토열매/잎/줄기추출물 토마토즙 토마토추출물 토코페롤 트레할로오스 트로메타민 판테놀 페네틸알코올 페닐트라이메티콘 포타슘클로라이드 포타슘포스페이트 폴리글리세릴-10라우레이트 폴리메틸실세스퀴옥세인 피브로넥틴 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트 하이드로제네이티드레시틴 하이드로제네이티드폴리아이소부텐 하이드록시프로필트라이모늄하이알루로네이트 하이드롤라이즈드식물성단백질 하이드롤라이즈드엘라스틴 하이드롤라이즈드콜라겐 하이드롤라이즈드하이알루로닉애씨드 하이알루로닉애씨드 헥세닐아세테이트,성분에디터 그린토마토 NMN 포어 리프팅 앰플 40ml 더블기획
